ProspectiveBuyerKey,ProspectAlternateKey,FirstName,LastName,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,City,StateProvinceCode,PostalCode
1385,1036,Max,Dominguez,46,S,M,50000,4,4,Bachelors,Skilled Manual,1,3,Walla Walla,WA,99362
1396,7274,Manuel,Gonzalez,61,M,M,130000,4,5,High Schoo,Management,1,4,Olympia,WA,98501
1417,7745,Mario,Kumar,44,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Olympia,WA,98501
1437,3883,Michele,Munoz,38,S,F,120000,0,1,Bachelors,Management,0,4,Puyallup,WA,98371
1445,42465221881,Mackenzie,Parker,65,M,F,30000,2,1,Partial Hi,Skilled Manual,0,3,Carnation,WA,98014
1447,72563823461,Mason,Perez,47,S,M,30000,2,2,Partial Co,Clerical,0,2,Bremerton,WA,98312
1471,39108882546,Michelle,Rogers,42,S,F,90000,4,4,Bachelors,Management,0,1,Walla Walla,WA,99362
1475,793,Melody,Rubio,45,S,F,10000,1,1,High Schoo,Manual,1,1,Burien,WA,98168
1485,1766,Melvin,Shan,39,M,M,90000,4,4,Partial Co,Professional,1,3,Issaquah,WA,98027
1508,12872710200,Maria,Washington,61,S,F,50000,2,1,Partial Co,Professional,1,2,Bellingham,WA,98225
1527,902,Nelson,Alvarez,56,M,M,110000,3,4,Bachelors,Management,1,4,Tacoma,WA,98403
1538,2884,Neil,Gil,39,S,M,80000,5,4,Partial Co,Professional,0,3,Everett,WA,98201
1577,71987910270,Nathaniel,Stewart,40,M,M,110000,0,5,High Schoo,Management,1,4,Burien,WA,98168
1589,91445936560,Olivia,Diaz,47,M,F,80000,4,3,Partial Co,Professional,1,2,Bellingham,WA,98225
1600,5663,Omar,Shen,57,M,M,60000,3,1,Partial Hi,Skilled Manual,1,3,Issaquah,WA,98027
1604,5664,Omar,Xie,43,M,M,30000,1,1,Bachelors,Clerical,1,0,Kirkland,WA,98033
1613,9330,Patricia,Fernandez,43,S,F,20000,1,1,High Schoo,Manual,1,1,Kent,WA,98031
1632,9640,Phillip,Sanchez,33,M,M,120000,0,5,Partial Hi,Management,1,4,Lynnwood,WA,98036
1641,9049,Philip,Vazquez,46,S,M,50000,4,4,Bachelors,Skilled Manual,0,3,Puyallup,WA,98371
1642,1582,Preston,Verma,38,S,M,100000,0,5,High Schoo,Management,0,2,Olympia,WA,98501
1653,6687,Roberto,Blanco,39,M,M,30000,2,2,Partial Co,Clerical,1,1,Seattle,WA,98104
1655,8477,Randy,Cai,38,M,M,110000,0,5,Partial Hi,Professional,1,4,Gold Bar,WA,98251
1689,582,Robyn,Gutierrez,47,S,F,40000,2,1,Partial Hi,Skilled Manual,1,3,Bellingham,WA,98225
1712,3261,Regina,Lopez,45,S,F,30000,2,2,Partial Co,Clerical,1,2,Olympia,WA,98501
1729,271,Raquel,Navarro,41,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,Ballard,WA,98107
1732,4112,Raul,Pal,46,M,M,20000,2,2,High Schoo,Manual,0,2,Kirkland,WA,98033
1762,6144,Robin,Suarez,59,M,F,50000,2,1,High Schoo,Professional,1,2,Duvall,WA,98019
1763,7038,Rachael,Subram,43,M,F,80000,5,5,Bachelors,Professional,1,4,Everett,WA,98201
1766,93609390258,Rachel,Torres,42,M,F,70000,5,5,Bachelors,Professional,0,4,Shelton,WA,98584
1779,2316,Ronnie,Zheng,53,S,M,70000,2,1,Partial Co,Professional,1,0,Edmonds,WA,98020
1783,44809912443,Sophia,Adams,61,M,F,50000,2,1,Partial Co,Professional,1,2,Ballard,WA,98107
1793,8211,Sandra,Cai,43,S,F,80000,5,5,Graduate D,Management,0,3,Monroe,WA,98272
1797,1419,Shawna,Chande,49,S,F,40000,4,3,High Schoo,Skilled Manual,0,3,Edmonds,WA,98020
1806,66861017942,Seth,Cox,46,S,M,80000,4,3,Partial Co,Professional,0,1,Everett,WA,98201
1833,9755,Shawn,Kumar,59,S,M,80000,5,2,High Schoo,Professional,0,2,Federal Way,WA,98003
1848,43369662761,Stephanie,Mitchell,56,S,F,100000,3,4,Partial Co,Professional,1,4,Lynnwood,WA,98036
1879,3123,Stefanie,Sai,46,M,F,80000,4,3,Partial Co,Professional,1,1,Issaquah,WA,98027
1896,78033453822,Sean,Young,51,M,M,70000,3,1,High Schoo,Professional,1,0,Seattle,WA,98104
1916,3717,Tasha,Bhat,49,M,F,40000,4,3,High Schoo,Skilled Manual,1,3,Redmond,WA,98052
1921,53891920447,Taylor,Clark,53,S,F,20000,2,1,Partial Hi,Clerical,1,2,Sedro Woolley,WA,98284
1936,3143,Tammy,Kapoor,38,M,F,40000,4,4,Partial Co,Clerical,1,2,Bothell,WA,98011
1940,5790,Tamara,Liu,61,S,F,50000,2,1,Partial Co,Professional,0,2,Marysville,WA,98270
1989,5246,Tamara,Xu,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Ballard,WA,98107
1991,8490,Todd,Ye,40,S,M,130000,5,5,High Schoo,Management,0,4,Tacoma,WA,98403
1993,3627,Tonya,Yuan,32,S,F,120000,0,1,Bachelors,Management,0,4,Puyallup,WA,98371
2055,85344576239,Zachary,Brown,53,M,M,130000,3,4,Partial Co,Professional,1,3,Olympia,WA,98501
15,75533120036,Adam,Carter,46,S,M,70000,2,0,Graduate D,Professional,1,1,Bellingham,WA,98225
55,53469896316,Abigail,Hall,38,S,F,90000,0,0,High Schoo,Management,1,3,Gold Bar,WA,98251
63,85074842572,Austin,Jackson,33,S,M,30000,0,0,Partial Co,Clerical,1,1,Bremerton,WA,98312
85,827,Abby,Malhotra,43,S,F,50000,0,0,Graduate D,Skilled Manual,1,0,Sedro Woolley,WA,98284
91,84972505569,Austin,Miller,43,M,M,40000,0,0,High Schoo,Skilled Manual,1,1,Ballard,WA,98107
107,3858,Ashlee,Pal,37,M,F,80000,0,0,High Schoo,Management,0,3,Lynnwood,WA,98036
121,57332443600,Aidan,Price,43,S,M,40000,0,0,High Schoo,Skilled Manual,1,1,Bothell,WA,98011
123,2099,Andres,Rai,41,M,M,100000,1,0,Graduate D,Management,1,0,Edmonds,WA,98020
127,1066,Andy,Ramos,46,M,M,40000,1,0,Bachelors,Skilled Manual,0,0,Bremerton,WA,98312
135,69732639193,Adrian,Rogers,36,S,M,40000,0,0,Graduate D,Clerical,1,0,Burien,WA,98168
184,9852,April,Xu,49,M,F,20000,1,0,Graduate D,Clerical,1,0,Olympia,WA,98501
189,3852,Ashlee,Yuan,50,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Issaquah,WA,98027
214,3687,Bridget,Chander,67,S,F,50000,2,0,Graduate D,Management,0,1,Everett,WA,98201
222,8840,Brandy,Engineer,36,M,F,30000,0,0,Partial Co,Clerical,0,1,Snohomish,WA,98296
223,4762,Bruce,Gil,31,S,M,50000,0,0,Partial Co,Skilled Manual,1,1,Puyallup,WA,98371
230,8398,Brent,Hu,34,S,M,20000,0,0,Partial Hi,Manual,0,1,Seattle,WA,98104
298,83340215100,Benjamin,Williams,45,M,M,40000,0,0,High Schoo,Skilled Manual,1,1,Kennewick,WA,99337
313,9466,Christine,Anand,41,M,F,90000,1,0,Graduate D,Management,1,0,Monroe,WA,98272
330,5475,Colleen,Chander,49,M,F,10000,1,0,Bachelors,Manual,0,0,Olympia,WA,98501
366,8962,Craig,Hernandez,43,S,M,50000,0,0,Graduate D,Skilled Manual,0,0,Everett,WA,98201
379,26233962774,Cameron,Jenkins,37,S,M,50000,1,0,Graduate D,Skilled Manual,1,0,Lynnwood,WA,98036
383,9450,Christine,Kumar,51,S,F,40000,1,0,Partial Co,Clerical,1,1,Lynnwood,WA,98036
406,3112,Cindy,Martinez,51,M,F,30000,1,0,Graduate D,Clerical,1,0,Lacey,WA,98503
422,4308,Carolyn,Patel,52,S,F,40000,2,0,Partial Co,Clerical,0,1,Ballard,WA,98107
451,9135,Cory,Sanchez,72,M,M,50000,2,0,Graduate D,Management,1,1,Seattle,WA,98104
471,6973,Candace,Suri,40,M,F,60000,1,0,Graduate D,Professional,0,0,Bothell,WA,98011
527,2344,Darryl,Cai,48,S,M,10000,1,0,Graduate D,Manual,0,0,Bremerton,WA,98312
535,17993524670,Dalton,Davis,44,S,M,60000,0,0,Graduate D,Professional,1,0,Lynnwood,WA,98036
564,978,Dwayne,Jimenez,34,S,M,30000,0,0,Partial Co,Clerical,0,1,Bremerton,WA,98312
600,95890324711,Destiny,Russell,37,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Sedro Woolley,WA,98284
610,57,Damien,Sharma,49,M,M,30000,4,0,Graduate D,Clerical,1,0,Seattle,WA,98104
624,84544752240,David,Thompson,44,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Everett,WA,98201
627,23,Damien,Wang,48,S,M,30000,1,0,Partial Co,Clerical,1,1,Olympia,WA,98501
643,5877,Edwin,Aggarwal,44,M,M,70000,4,0,Graduate D,Professional,1,0,Bremerton,WA,98312
718,2699,Ernest,Yang,53,S,M,20000,1,0,Bachelors,Clerical,1,0,Seattle,WA,98104
749,1005,Francis,Munoz,41,M,M,20000,0,0,Partial Co,Manual,0,1,Burien,WA,98168
779,93239116668,Grace,Foster,41,M,F,50000,0,0,Graduate D,Skilled Manual,1,0,Burien,WA,98168
847,43650677800,Haley,Perez,52,S,F,60000,1,0,Bachelors,Professional,1,1,Monroe,WA,98272
883,19164539600,Ian,Jackson,73,M,M,10000,2,0,Bachelors,Clerical,0,1,Kirkland,WA,98033
885,10138589700,Isabella,Jenkins,39,M,F,50000,1,0,Graduate D,Skilled Manual,1,0,Bothell,WA,98011
916,74234281778,Jordan,Baker,30,S,M,50000,0,0,Partial Co,Skilled Manual,1,1,Kenmore,WA,98028
928,6925,Jillian,Chandra,31,S,F,90000,0,0,High Schoo,Management,0,3,Tacoma,WA,98403
933,97369326949,Julia,Cook,43,S,F,30000,5,0,Graduate D,Clerical,0,0,Burien,WA,98168
939,5056,Jenny,Deng,48,M,F,50000,1,0,Bachelors,Professional,1,1,Bellingham,WA,98225
951,8418,Jeffery,Gao,44,M,M,40000,0,0,Bachelors,Skilled Manual,0,0,Bremerton,WA,98312
960,5782,Jaclyn,Goel,55,S,F,10000,2,0,Partial Co,Manual,0,1,Burien,WA,98168
1021,94057115316,Jasmine,Morris,51,S,F,40000,2,0,Partial Co,Clerical,0,1,Sedro Woolley,WA,98284
1042,5776,Jaclyn,Raje,51,S,F,20000,2,0,Partial Co,Manual,1,1,Burien,WA,98168
1076,26904246800,Jonathan,Sharma,39,S,M,60000,0,0,Graduate D,Professional,0,1,Bremerton,WA,98312
1092,2283,Jessie,Sun,42,S,M,40000,0,0,Graduate D,Clerical,0,0,Lynnwood,WA,98036
1096,15983343124,Jeremiah,Thompson,37,S,M,30000,0,0,Partial Co,Clerical,0,1,Edmonds,WA,98020
1097,87625473141,Jacob,Thompson,49,S,M,50000,1,0,Partial Co,Skilled Manual,1,1,Walla Walla,WA,99362
1105,84188447600,Justin,White,34,S,M,60000,0,0,Partial Hi,Skilled Manual,1,3,Burien,WA,98168
1112,4079,Jaime,Xu,45,S,M,80000,0,0,Bachelors,Professional,0,1,Bellingham,WA,98225
1145,23785996437,Kyle,Coleman,39,S,M,30000,0,0,High Schoo,Manual,1,1,Lynnwood,WA,98036
1214,4575,Kari,Rana,33,M,F,30000,0,0,Partial Co,Clerical,1,1,Seattle,WA,98104
1234,7482,Katrina,She,44,M,F,90000,2,0,Bachelors,Professional,1,0,Issaquah,WA,98027
1246,2631,Kristine,Torres,32,S,F,20000,0,0,Bachelors,Clerical,1,0,Seattle,WA,98104
1290,8088,Leah,Liu,47,M,F,90000,0,0,Partial Co,Professional,0,1,Issaquah,WA,98027
1298,67670186758,Lucas,Morgan,44,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Issaquah,WA,98027
1335,10026,Laura,Zeng,68,S,F,50000,2,0,Graduate D,Management,1,1,Kenmore,WA,98028
1353,7715,Martin,Arun,45,S,M,40000,0,0,High Schoo,Skilled Manual,0,1,Union Gap,WA,98903
1380,66629495024,Mason,Cox,41,S,M,60000,1,0,Graduate D,Professional,1,0,Bothell,WA,98011
1428,43466200828,Mackenzie,Mitchell,30,M,F,10000,0,0,Partial Co,Manual,1,1,Seattle,WA,98104
1448,43732474446,Mackenzie,Perez,30,S,F,30000,0,0,Partial Co,Clerical,1,1,Spokane,WA,99202
1457,7267,Manuel,Raman,46,S,M,70000,0,0,Bachelors,Professional,0,1,Seattle,WA,98104
1458,12696274518,Maria,Ramirez,39,M,F,30000,0,0,High Schoo,Manual,1,1,Seattle,WA,98104
1495,4364,Marie,Srini,75,S,F,10000,1,0,Graduate D,Clerical,0,0,Seattle,WA,98104
1618,9781,Peter,Lal,41,S,M,90000,1,0,Graduate D,Management,0,0,Bellingham,WA,98225
1667,6773,Renee,Diaz,36,M,F,100000,1,0,Graduate D,Management,1,0,Issaquah,WA,98027
1694,61568284630,Richard,Henderson,67,M,M,10000,2,0,Bachelors,Clerical,1,1,Seattle,WA,98104
1795,665,Sheila,Castro,39,M,F,30000,0,0,High Schoo,Manual,0,1,Ballard,WA,98107
1799,8242,Susan,Chen,47,S,F,30000,1,0,Graduate D,Clerical,0,0,Bremerton,WA,98312
1834,25057696104,Samuel,Kumar,64,S,M,50000,5,0,Bachelors,Management,0,3,Port Orchard,WA,98366
1873,11021481800,Sydney,Richardson,51,M,F,40000,2,0,Partial Co,Clerical,1,1,Lynnwood,WA,98036
1891,6359,Sabrina,Vazquez,39,M,F,30000,0,0,High Schoo,Manual,1,1,Spokane,WA,99202
1922,5259,Tamara,Deng,32,S,F,50000,0,0,Partial Co,Skilled Manual,0,1,Issaquah,WA,98027
1931,8500,Todd,He,40,S,M,70000,4,0,Graduate D,Professional,0,0,Lynnwood,WA,98036
1935,3632,Tonya,Jai,49,M,F,20000,1,0,Graduate D,Clerical,0,0,Bremerton,WA,98312
1955,7406,Tina,Patel,50,S,F,30000,3,0,Bachelors,Clerical,0,0,Longview,WA,98632
1959,5277,Tamara,Rai,65,M,F,30000,5,0,Partial Hi,Skilled Manual,1,3,Ballard,WA,98107
1979,7536,Tracy,Tang,65,M,F,20000,5,0,Partial Hi,Clerical,0,3,Index,WA,98256
1988,1685,Tommy,Xu,46,M,M,70000,0,0,Bachelors,Professional,1,1,Newport Hills,WA,98006
1996,5244,Tamara,Zhao,47,S,F,70000,0,0,Bachelors,Professional,0,1,Newport Hills,WA,98006
2000,31507770419,Vanessa,Alexander,53,M,F,10000,1,0,Bachelors,Clerical,0,0,Olympia,WA,98501
2005,91966392397,Victoria,Foster,40,S,F,60000,1,0,Graduate D,Professional,0,0,Bothell,WA,98011
6,67701756358,Angel,Bell,36,S,M,50000,0,0,High Schoo,Professional,0,2,Puyallup,WA,98371
11,54107006788,Abigail,Bryant,37,M,F,60000,0,0,Partial Co,Skilled Manual,1,2,Edmonds,WA,98020
40,21585115194,Adam,Foster,54,M,M,50000,2,0,Partial Hi,Skilled Manual,1,2,Yakima,WA,98901
49,77437161207,Angel,Green,34,S,M,70000,0,0,High Schoo,Management,0,2,Burien,WA,98168
51,32856969833,Arianna,Griffin,76,M,F,50000,2,0,Graduate D,Management,1,2,Yakima,WA,98901
60,2473,Autumn,Hu,66,M,F,50000,3,0,Graduate D,Management,1,2,Olympia,WA,98501
153,445,Arturo,She,53,S,M,50000,2,0,High Schoo,Skilled Manual,0,2,Puyallup,WA,98371
171,1088,Alfredo,Vazquez,53,M,M,30000,2,0,High Schoo,Skilled Manual,1,2,Sedro Woolley,WA,98284
175,15737550900,Abigail,Watson,38,S,F,20000,0,0,Partial Hi,Manual,0,2,Seattle,WA,98104
204,90643049478,Brianna,Bennett,32,S,F,40000,0,0,High Schoo,Skilled Manual,0,2,North Bend,WA,98045
216,1480,Barry,Chandra,66,S,M,30000,2,0,Partial Co,Clerical,0,2,Walla Walla,WA,99362
255,5118,Barbara,Pal,53,S,F,50000,2,0,Partial Hi,Skilled Manual,0,2,Redmond,WA,98052
295,90816207528,Brianna,Washington,55,M,F,20000,3,0,Partial Hi,Clerical,1,2,Ballard,WA,98107
364,5000,Christy,He,72,S,F,50000,3,0,Graduate D,Management,1,2,Olympia,WA,98501
478,8971,Craig,Torres,56,M,M,40000,3,0,Partial Hi,Clerical,1,2,Duvall,WA,98019
485,81782693862,Cameron,Williams,49,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Issaquah,WA,98027
612,2346,Darryl,She,72,M,M,50000,3,0,Graduate D,Management,1,2,Carnation,WA,98014
614,4126,Darrell,Shen,33,S,M,40000,0,0,Partial Hi,Clerical,0,2,Bellingham,WA,98225
652,24537132978,Elijah,Bryant,37,S,M,60000,0,0,Partial Co,Skilled Manual,0,2,Marysville,WA,98270
658,1151,Erick,Chandra,61,M,M,30000,4,0,High Schoo,Professional,1,2,Kelso,WA,98626
664,21783759593,Eric,Flores,66,M,M,30000,5,0,Partial Hi,Clerical,1,2,Tacoma,WA,98403
671,77136678700,Elijah,Green,70,S,M,60000,3,0,Graduate D,Management,1,2,Ballard,WA,98107
736,339,Franklin,Guo,32,M,M,70000,0,0,Partial Co,Professional,0,2,Edmonds,WA,98020
797,6803,Gina,Munoz,41,M,F,70000,0,0,Bachelors,Professional,1,2,Bellingham,WA,98225
808,3548,Geoffrey,Sai,52,M,M,30000,3,0,High Schoo,Skilled Manual,1,2,Marysville,WA,98270
842,7283,Henry,Malhotra,35,S,M,50000,0,0,Partial Co,Skilled Manual,1,2,Puyallup,WA,98371
905,31767644286,Isabel,Washington,71,S,F,50000,3,0,Graduate D,Management,0,2,Olympia,WA,98501
915,74272138500,Jackson,Baker,73,M,M,50000,3,0,Graduate D,Management,1,2,Carnation,WA,98014
925,43200678229,Jenna,Carter,60,S,F,30000,5,0,Partial Hi,Clerical,0,2,Index,WA,98256
930,48613789100,Julia,Clark,54,M,F,50000,2,0,High Schoo,Skilled Manual,1,2,Walla Walla,WA,99362
943,4471,Jay,Engineer,72,S,M,50000,3,0,Graduate D,Management,1,2,Carnation,WA,98014
947,28929588198,Jordyn,Foster,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Marysville,WA,98270
1019,69384499192,Juan,Morris,31,M,M,40000,0,0,High Schoo,Skilled Manual,0,2,Kenmore,WA,98028
1025,5781,Jaclyn,Nath,70,S,F,50000,3,0,Bachelors,Management,0,2,Carnation,WA,98014
1048,860,Janelle,Rana,35,S,F,10000,0,0,Partial Hi,Manual,0,2,Burien,WA,98168
1056,6600,Jamie,Romero,38,M,M,120000,0,0,Graduate D,Management,1,2,Bellingham,WA,98225
1121,7596,Kelsey,Aggarwal,47,M,F,100000,4,0,Bachelors,Management,1,2,Newport Hills,WA,98006
1133,1677,Kurt,Bhat,31,S,M,40000,0,0,High Schoo,Skilled Manual,1,2,Seattle,WA,98104
1148,7583,Kelsey,Deng,73,S,F,50000,3,0,Graduate D,Management,1,2,Marysville,WA,98270
1216,98773082494,Kaitlyn,Richardson,31,S,F,30000,0,0,Partial Hi,Clerical,1,2,Kenmore,WA,98028
1273,19725362658,Lucas,Green,35,S,M,50000,0,0,High Schoo,Professional,0,2,Edmonds,WA,98020
1278,6699,Lance,Hernandez,57,S,M,30000,4,0,High Schoo,Professional,0,2,Bellevue,WA,98004
1304,72410894632,Luke,Perez,53,M,M,60000,2,0,High Schoo,Professional,1,2,Monroe,WA,98272
1308,1371,Lydia,Rodriguez,64,M,F,20000,4,0,High Schoo,Skilled Manual,1,2,Marysville,WA,98270
1327,6708,Lance,Torres,31,M,M,30000,0,0,Partial Hi,Clerical,1,2,Kenmore,WA,98028
1379,65892568826,Mason,Cooper,54,M,M,60000,2,0,High Schoo,Professional,1,2,Issaquah,WA,98027
1389,9255,Monica,Fernandez,34,S,F,30000,0,0,High Schoo,Skilled Manual,1,2,Newport Hills,WA,98006
1459,1041,Max,Ramos,75,M,M,60000,2,0,Graduate D,Management,1,2,Seattle,WA,98104
1497,3865,Michele,Subram,36,M,F,50000,0,0,High Schoo,Professional,1,2,Issaquah,WA,98027
1559,2877,Neil,Munoz,63,M,M,80000,5,0,High Schoo,Management,0,2,Olympia,WA,98501
1633,9335,Patricia,Sanchez,62,S,F,30000,4,0,High Schoo,Professional,1,2,Lynnwood,WA,98036
1650,37760584354,Riley,Bell,74,M,F,60000,2,0,Graduate D,Management,1,2,Seattle,WA,98104
1666,4897,Roy,Diaz,33,S,M,10000,0,0,High Schoo,Manual,1,2,Bremerton,WA,98312
1675,5904,Roger,Gao,33,S,M,40000,0,0,Partial Hi,Clerical,0,2,Duvall,WA,98019
1678,7040,Rachael,Garcia,35,S,F,50000,0,0,High Schoo,Skilled Manual,1,2,Puyallup,WA,98371
1699,3296,Reginald,Hernandez,37,M,M,10000,0,0,Partial Hi,Manual,0,2,Snohomish,WA,98296
1730,74806954860,Robert,Nelson,56,M,M,50000,2,0,Partial Hi,Skilled Manual,1,2,Bellingham,WA,98225
1784,44865541458,Sierra,Adams,31,S,F,30000,0,0,High Schoo,Skilled Manual,0,2,Kenmore,WA,98028
1829,54861485362,Samantha,Johnson,72,M,F,50000,3,0,Graduate D,Management,1,2,Index,WA,98256
1835,83132714000,Samuel,Lee,56,S,M,20000,3,0,Partial Hi,Manual,0,2,Everett,WA,98201
1849,82819244265,Samuel,Moore,54,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Issaquah,WA,98027
1882,3329,Sergio,Sara,70,M,M,50000,3,0,Bachelors,Management,1,2,Marysville,WA,98270
1883,1186,Summer,Sara,64,S,F,40000,4,0,High Schoo,Professional,0,2,Port Orchard,WA,98366
1905,2075,Suzanne,Zheng,32,S,F,10000,0,0,Partial Hi,Manual,1,2,Lynnwood,WA,98036
1910,7951,Tony,Aggarwal,63,M,M,40000,4,0,High Schoo,Professional,0,2,Burien,WA,98168
1911,7976,Terry,Aggarwal,34,S,M,30000,0,0,High Schoo,Skilled Manual,0,2,Kenmore,WA,98028
1924,4520,Tabitha,Engineer,74,M,F,60000,2,0,Graduate D,Management,1,2,Monroe,WA,98272
1951,5276,Tamara,Nara,31,S,F,40000,0,0,High Schoo,Skilled Manual,0,2,Duvall,WA,98019
1971,7973,Terry,Shan,32,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Bellingham,WA,98225
2002,31390949487,Vanessa,Bennett,46,M,F,30000,2,0,High Schoo,Skilled Manual,1,2,Spokane,WA,99202
2041,5945,Willie,Wu,34,M,M,50000,0,0,Partial Co,Skilled Manual,1,2,Walla Walla,WA,99362
10,53313373327,Abigail,Brown,64,M,F,40000,5,0,High Schoo,Professional,0,3,Port Orchard,WA,98366
12,32632479667,Angela,Bryant,32,M,F,40000,0,0,Partial Hi,Clerical,1,2,Puyallup,WA,98371
17,2789,Alberto,Castro,38,M,M,30000,0,0,High Schoo,Manual,1,1,Spokane,WA,99202
34,6446,Anne,Diaz,74,S,F,20000,1,0,Graduate D,Clerical,0,0,Olympia,WA,98501
41,188,Alvin,Gao,69,M,M,50000,3,0,Bachelors,Management,1,2,Ballard,WA,98107
70,2925,Armando,Jimenez,48,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Kenmore,WA,98028
96,39889201521,Allison,Morgan,56,M,F,50000,2,0,Partial Hi,Skilled Manual,1,2,Monroe,WA,98272
117,41771881580,Alexandra,Phillips,39,S,F,30000,0,0,High Schoo,Manual,0,1,Spokane,WA,99202
124,3311,Ashlee,Rai,55,M,F,20000,3,0,Partial Hi,Clerical,0,2,Spokane,WA,99202
130,36380754100,Angela,Richardson,55,S,F,10000,2,0,Partial Co,Manual,1,0,Olympia,WA,98501
137,26007412672,Austin,Ross,35,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Edmonds,WA,98020
145,44369343500,Andrea,Scott,35,S,F,30000,0,0,Partial Co,Clerical,1,1,Bremerton,WA,98312
164,88656943440,Andrew,Thompson,56,M,M,20000,3,0,Partial Hi,Manual,1,2,Sedro Woolley,WA,98284
198,60813661200,Blake,Alexander,35,S,M,70000,0,0,Partial Hi,Skilled Manual,1,3,Ballard,WA,98107
202,38126963400,Brooke,Bailey,36,S,F,50000,0,0,High Schoo,Skilled Manual,1,2,Issaquah,WA,98027
233,1479,Barry,Kapoor,65,S,M,20000,4,0,High Schoo,Skilled Manual,0,2,Walla Walla,WA,99362
237,8139,Brittney,Li,56,M,F,30000,1,0,High Schoo,Clerical,1,1,Everett,WA,98201
251,4755,Bruce,Munoz,55,S,M,30000,1,0,High Schoo,Clerical,0,1,Lynnwood,WA,98036
253,7159,Billy,Navarro,55,M,M,20000,3,0,Partial Hi,Clerical,0,2,Lynnwood,WA,98036
274,9224,Brett,Sara,36,M,M,60000,0,0,Partial Co,Professional,1,2,Edmonds,WA,98020
328,1821,Carly,Chande,73,M,F,50000,3,0,Graduate D,Management,1,2,Index,WA,98256
362,6007,Colin,Guo,34,S,M,20000,0,0,Partial Hi,Manual,0,1,Kirkland,WA,98033
370,5608,Clayton,Hu,38,M,M,60000,0,0,Graduate D,Professional,1,1,Marysville,WA,98270
376,9809,Corey,Jai,40,S,M,40000,1,0,Bachelors,Skilled Manual,1,0,Olympia,WA,98501
453,4317,Carolyn,Sara,65,S,F,20000,4,0,High Schoo,Skilled Manual,0,2,Walla Walla,WA,99362
462,9722,Chad,She,34,M,M,30000,0,0,Partial Co,Clerical,1,1,Kirkland,WA,98033
467,9122,Cory,Srini,34,S,M,30000,0,0,High Schoo,Skilled Manual,1,2,Seattle,WA,98104
468,8320,Carrie,Suarez,37,S,F,10000,0,0,Partial Hi,Manual,1,2,Olympia,WA,98501
477,6582,Clinton,Torres,33,M,M,30000,0,0,Partial Hi,Clerical,1,2,Kenmore,WA,98028
484,33457355500,Catherine,Watson,33,S,F,60000,1,0,Graduate D,Professional,1,0,Everett,WA,98201
518,3525,Dominic,Arun,53,M,M,50000,1,0,Partial Co,Skilled Manual,0,1,Kenmore,WA,98028
557,57727431100,Dakota,Hayes,51,M,M,70000,2,0,Graduate D,Professional,1,1,Bellingham,WA,98225
590,9691,Derek,Rai,67,M,M,20000,2,0,Partial Co,Manual,1,0,Bremerton,WA,98312
592,3818,Deborah,Raji,44,S,F,40000,0,0,Bachelors,Skilled Manual,0,0,Seattle,WA,98104
625,3171,Dominique,Verma,40,S,F,40000,2,0,Partial Co,Clerical,1,1,Bothell,WA,98011
635,5413,Dawn,Xu,40,S,F,70000,0,0,Bachelors,Professional,0,1,Seattle,WA,98104
639,1737,Devon,Yuan,44,M,M,120000,0,0,Graduate D,Management,0,3,Bellingham,WA,98225
656,2266,Eugene,Cai,41,M,M,90000,1,0,Graduate D,Management,1,0,Yakima,WA,98901
659,2797,Eddie,Diaz,45,S,M,40000,1,0,Bachelors,Skilled Manual,0,0,Olympia,WA,98501
695,9090,Erik,Moreno,48,S,M,60000,1,0,Bachelors,Professional,1,1,Newport Hills,WA,98006
698,75016875267,Eric,Nelson,30,M,M,20000,0,0,Partial Hi,Manual,0,2,Snohomish,WA,98296
710,52394212484,Emma,Smith,51,M,F,40000,2,0,Partial Co,Clerical,0,1,Everett,WA,98201
762,327,Franklin,Wu,45,M,M,70000,0,0,Bachelors,Professional,1,1,Lynnwood,WA,98036
793,4005,Grant,Luo,30,S,M,10000,0,0,Partial Co,Manual,1,1,Olympia,WA,98501
810,93026315600,Grace,Sanders,87,M,F,20000,2,0,Partial Co,Manual,0,1,Burien,WA,98168
812,10187,Gregory,Sharma,39,M,M,110000,0,0,Graduate D,Management,1,3,Bellingham,WA,98225
815,4719,Gerald,Suarez,47,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,Bremerton,WA,98312
820,2352,Glenn,Yang,63,M,M,80000,5,0,Partial Co,Professional,1,2,Everett,WA,98201
